file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
F2BJRLP3,0.0,30.7068125,speaker1,-46.545826888635624,-46.866417025410854,4.451699989432614,10.391513997127106
ISLE_SESS0131_BLOCKD02_03_sprt1,0.0,4.5,speaker1,-43.81661458333333,-53.55388934795673,3.8605661398656492,11.443148868500742
F2BJRLP1,0.0,25.309125,speaker1,-45.814009408336624,-45.873394135505926,3.7727068024287895,8.160836403447068
F2BJRLP2,0.0,28.6474375,speaker1,-45.743589114310645,-45.7534916160161,3.561935412226064,7.983564690353116
ISLE_SESS0131_BLOCKD02_01_sprt1,0.0,4.125,speaker1,-43.2350607218523,-52.34887519249549,2.7009293166243618,11.85118774544399
ISLE_SESS0131_BLOCKD02_02_sprt1,0.0,3.875,speaker1,-44.84652363885309,-50.90648523966471,2.549560355308706,12.358243745435463
